sal_code,sal_name,population,median_weekly_rent,crime_incidents,crime_rate,train_station,num_stops,transport_frequency
SAL21284,Kalkallo,5548,400,257,0.046322999279019464,0,4,388
SAL21285,Kalkee,48,0,5,0.10416666666666667,0,0,0
SAL21286,Kallista,1418,347,13,0.009167842031029619,0,4,646
SAL21287,Kalorama,1277,416,36,0.028191072826938137,0,12,408
SAL21288,Kalpienung,28,0,0,0.0,0,0,0
SAL21289,Kamarooka,89,205,6,0.06741573033707865,0,0,0
SAL21290,Kamarooka North,9,0,0,0.0,0,0,0
SAL21291,Kanagulk,28,95,0,0.0,0,0,0
SAL21292,Kancoona,74,200,0,0.0,0,0,0
SAL21293,Kangaroo Flat,11328,285,1273,0.11237641242937853,1,65,2109
SAL21294,Kangaroo Ground,1208,383,38,0.03145695364238411,0,12,351
SAL21295,Kaniva,891,125,42,0.04713804713804714,0,3,50
SAL21296,Kanumbra,53,120,1,0.018867924528301886,0,0,0
SAL21297,Kanya,17,0,1,0.058823529411764705,0,0,0
SAL21298,Kanyapella,51,205,5,0.09803921568627451,0,0,0
SAL21299,Karabeal,29,0,0,0.0,0,0,0
SAL21300,Kardella,169,0,4,0.023668639053254437,0,0,0
SAL21301,Kardella South,135,325,0,0.0,0,0,0
SAL21302,Kariah,94,163,14,0.14893617021276595,0,0,0
SAL21303,Karnak,9,92,4,0.4444444444444444,0,0,0
SAL21304,Karramomus,40,225,1,0.025,0,0,0
SAL21305,Karyrie,15,230,0,0.0,0,0,0
SAL21306,Katamatite,453,185,21,0.046357615894039736,0,0,0
SAL21307,Katamatite East,30,200,1,0.03333333333333333,0,0,0
SAL21308,Katandra,120,170,1,0.008333333333333333,0,0,0
SAL21309,Katandra West,492,195,6,0.012195121951219513,0,0,0
SAL21310,Katunga,1025,240,24,0.023414634146341463,0,2,220
SAL21311,Kawarren,189,165,10,0.05291005291005291,0,0,0
SAL21312,Kealba,3226,370,202,0.06261624302541847,0,13,137
SAL21313,Keely,57,110,0,0.0,0,0,0
SAL21314,Keilor,5906,400,225,0.03809685066034541,0,31,229
SAL21315,Keilor Downs,9857,360,499,0.05062392208582733,0,49,321
SAL21316,Keilor East,15078,406,595,0.03946146703806871,0,59,381
SAL21317,Keilor Lodge,1668,421,43,0.02577937649880096,0,2,137
SAL21318,Keilor North,67,300,28,0.417910447761194,0,3,70
SAL21319,Keilor Park,2684,392,184,0.06855439642324888,0,14,637
SAL21320,Kellalac,13,79,1,0.07692307692307693,0,0,0
SAL21321,Kelvin View,76,300,1,0.013157894736842105,0,0,0
SAL21322,Kenley,64,73,1,0.015625,0,0,0
SAL21323,Kenmare,3,0,0,0.0,0,0,0
SAL21324,Kennedys Creek,44,120,4,0.09090909090909091,0,0,0
SAL21325,Kennett River,74,320,2,0.02702702702702703,0,4,171
SAL21326,Kennington,5880,290,412,0.07006802721088436,0,27,214
SAL21327,Kensington,10745,416,671,0.06244765006979991,2,18,5390
SAL21328,Kerang,3960,200,403,0.10176767676767677,1,3,546
SAL21329,Kerang East,44,180,5,0.11363636363636363,0,0,0
SAL21330,Kergunyah,232,115,4,0.017241379310344827,0,1,26
SAL21331,Kergunyah South,76,400,3,0.039473684210526314,0,1,26
SAL21332,Kernot,118,140,3,0.025423728813559324,0,0,0
SAL21333,Kerrie,83,210,20,0.24096385542168675,0,0,0
SAL21334,Kerrisdale,86,138,13,0.1511627906976744,0,0,0
SAL21335,Kevington,36,0,5,0.1388888888888889,0,1,2
SAL21336,Kew,24499,476,1506,0.06147189681211478,0,113,906
SAL21337,Kew East,6620,471,257,0.03882175226586103,0,47,906
SAL21338,Kewell,57,211,4,0.07017543859649122,0,0,0
SAL21339,Keysborough,30018,421,1447,0.04820441068692118,0,123,143
SAL21340,Kialla,8667,380,417,0.04811353409484251,0,18,55
SAL21341,Kialla East,170,250,4,0.023529411764705882,0,0,0
SAL21342,Kialla West,415,261,13,0.03132530120481928,0,0,0
SAL21343,Kiata,64,0,34,0.53125,0,2,50
SAL21344,Kiewa,483,290,1,0.002070393374741201,0,2,5
SAL21345,Kilcunda,578,315,37,0.06401384083044982,0,4,204
SAL21346,Killara,9,100,20,2.2222222222222223,0,0,0
SAL21347,Killara,1485,400,20,0.013468013468013467,0,0,0
SAL21348,Killarney,195,300,10,0.05128205128205128,0,2,34
SAL21349,Killawarra,391,200,3,0.0076726342710997444,0,2,6
SAL21350,Killingworth,156,231,3,0.019230769230769232,0,0,0
SAL21351,Kilmany,165,210,8,0.048484848484848485,0,0,0
SAL21352,Kilmore,9207,340,541,0.058759639404800695,0,35,229
SAL21353,Kilmore East,450,248,23,0.051111111111111114,1,2,1689
SAL21354,Kilsyth,11699,391,699,0.059748696469783744,0,63,642
SAL21355,Kilsyth South,2862,426,86,0.03004891684136967,0,18,642
SAL21356,Kimbolton,96,250,5,0.052083333333333336,0,0,0
SAL21357,King Valley,87,325,2,0.022988505747126436,0,1,12
SAL21358,Kinglake,1662,300,68,0.04091456077015644,0,5,70
SAL21359,Kinglake Central,413,330,11,0.026634382566585957,0,5,35
SAL21360,Kinglake West,1305,360,43,0.03295019157088123,0,12,35
SAL21361,Kingower,46,0,1,0.021739130434782608,0,0,0
SAL21362,Kings Park,8203,321,469,0.05717420455930757,0,24,184
SAL21363,Kingsbury,3460,361,366,0.10578034682080925,0,21,1204
SAL21364,Kingston,190,230,3,0.015789473684210527,0,0,0
SAL21365,Kingsville,3920,355,151,0.0385204081632653,0,9,343
SAL21366,Kinnabulla,26,58,1,0.038461538461538464,0,0,0
SAL21367,Kinypanial,12,200,0,0.0,0,0,0
SAL21368,Kirkstall,406,270,6,0.014778325123152709,0,0,0
SAL21369,Kirwans Bridge,134,330,2,0.014925373134328358,0,0,0
SAL21370,Kithbrook,67,175,0,0.0,0,0,0
SAL21371,Knebsworth,22,0,1,0.045454545454545456,0,0,0
SAL21372,Knockwood,0,0,0,0,0,0,0
SAL21373,Knowsley,168,315,17,0.10119047619047619,0,2,34
SAL21374,Knoxfield,7645,421,505,0.06605624591236102,0,53,1633
SAL21375,Koallah,28,210,0,0.0,0,0,0
SAL21376,Koetong,26,305,0,0.0,0,0,0
SAL21377,Kolora,188,180,3,0.015957446808510637,0,0,0
SAL21378,Kongwak,207,138,11,0.05314009661835749,0,0,0
SAL21379,Konongwootong,60,300,1,0.016666666666666666,0,0,0
SAL21380,Koo Wee Rup,4047,320,172,0.04250061774153694,0,2,1360
SAL21381,Koo Wee Rup North,47,42,5,0.10638297872340426,0,0,0
SAL21382,Kooloonong,19,0,0,0.0,0,0,0
SAL21383,Koonda,26,0,0,0.0,0,0,0
SAL21384,Koondrook,1101,200,47,0.04268846503178928,0,2,104
SAL21385,Koonoomoo,305,200,50,0.16393442622950818,0,0,0
SAL21386,Koonwarra,366,252,15,0.040983606557377046,0,1,335
SAL21387,Kooreh,29,0,2,0.06896551724137931,0,0,0
SAL21388,Koorlong,397,280,19,0.04785894206549118,0,0,0
SAL21389,Koornalla,89,0,0,0.0,0,0,0
SAL21390,Kooroocheang,41,0,0,0.0,0,0,0
SAL21391,Koorool,0,0,0,0,0,0,0
SAL21392,Koorooman,115,330,0,0.0,0,0,0
SAL21393,Kooyong,842,590,71,0.08432304038004751,1,5,3510
SAL21394,Koriella,66,250,2,0.030303030303030304,0,0,0
SAL21395,Korobeit,75,378,2,0.02666666666666667,0,0,0
SAL21396,Koroit,2184,280,83,0.038003663003663,0,10,119
SAL21397,Korong Vale,143,130,18,0.1258741258741259,0,4,23
SAL21398,Koroop,63,160,0,0.0,0,0,0
SAL21399,Korumburra,4749,270,420,0.08843967150979154,0,8,341
SAL21400,Korumburra South,114,225,5,0.043859649122807015,0,0,0
SAL21401,Korweinguboora,196,175,1,0.00510204081632653,0,2,5
SAL21402,Kotta,134,170,0,0.0,0,0,0
SAL21403,Kotupna,132,83,19,0.14393939393939395,0,0,0
SAL21404,Koyuga,355,115,13,0.036619718309859155,0,0,0
SAL21405,Krowera,134,225,10,0.07462686567164178,0,0,0
SAL21406,Kulwin,16,150,1,0.0625,0,0,0
SAL21407,Kunat,45,120,0,0.0,0,0,0
SAL21408,Kurraca,5,300,0,0.0,0,0,0
SAL21409,Kurraca West,0,0,0,0,0,0,0
SAL21410,Kurting,61,230,5,0.08196721311475409,0,0,0
SAL21411,Kurunjang,10711,321,613,0.05723088413780226,0,31,174
SAL21412,Kyabram,7416,220,567,0.07645631067961164,0,2,487
SAL21413,Kyabram South,69,175,2,0.028985507246376812,0,0,0
SAL21414,Kyneton,7513,360,403,0.05364035671502729,1,36,2109
SAL21415,Kyneton South,116,282,1,0.008620689655172414,0,0,0
SAL21416,Kyvalley,363,150,12,0.03305785123966942,0,0,0
SAL21417,Laanecoorie,179,1550,8,0.0446927374301676,0,0,0
SAL21418,Laang,115,170,2,0.017391304347826087,0,0,0
SAL21419,Labertouche,386,411,16,0.04145077720207254,0,0,0
SAL21420,Laceby,304,250,20,0.06578947368421052,0,0,0
SAL21421,Ladys Pass,118,400,2,0.01694915254237288,0,0,0
SAL21422,Laen,4,0,0,0.0,0,0,0
SAL21423,Laen East,6,135,0,0.0,0,0,0
SAL21424,Laen North,14,0,1,0.07142857142857142,0,0,0
SAL21425,Lah,57,0,2,0.03508771929824561,0,0,0
SAL21426,Laharum,162,185,7,0.043209876543209874,0,0,0
SAL21427,Lake Boga,982,200,51,0.051934826883910386,0,4,122
SAL21428,Lake Bolac,368,150,33,0.08967391304347826,0,5,100
SAL21429,Lake Bunga,408,280,6,0.014705882352941176,0,1,4
SAL21430,Lake Charm,147,188,1,0.006802721088435374,0,1,242
SAL21431,Lake Condah,9,0,0,0.0,0,0,0
SAL21432,Lake Eildon,3,0,9,3.0,0,0,0
SAL21433,Lake Eppalock,0,0,3,0,0,0,0
SAL21434,Lake Fyans,23,300,4,0.17391304347826086,0,0,0
SAL21435,Lake Gardens,1801,360,58,0.03220433092726263,0,7,105
SAL21436,Lake Goldsmith,22,1,5,0.22727272727272727,0,0,0
SAL21437,Lake Lonsdale,58,50,1,0.017241379310344827,0,0,0
SAL21438,Lake Marmal,21,0,0,0.0,0,0,0
SAL21439,Lake Meran,22,130,0,0.0,0,0,0
SAL21440,Lake Mundi,37,180,4,0.10810810810810811,0,0,0
SAL21441,Lake Powell,86,130,0,0.0,0,0,0
SAL21442,Lake Rowan,70,0,6,0.08571428571428572,0,0,0
SAL21443,Lake Tyers,4,0,16,4.0,0,0,0
SAL21444,Lake Tyers Beach,802,275,15,0.018703241895261846,0,1,426
SAL21445,Lake Tyrrell,0,0,0,0,0,0,0
SAL21446,Lake Wellington,0,0,0,0,0,0,0
SAL21447,Lake Wendouree,2878,321,220,0.07644197359277276,0,19,194
SAL21448,Lake Wongan,3,0,0,0.0,0,0,0
SAL21449,Lakes Entrance,5145,252,854,0.16598639455782313,0,48,671
SAL21450,Lal Lal,621,290,26,0.04186795491143317,0,2,50
SAL21451,Lalbert,138,168,4,0.028985507246376812,0,2,47
SAL21452,Lalor,23219,351,1300,0.05598863000129205,1,74,2805
SAL21453,Lamplough,49,140,1,0.02040816326530612,0,0,0
SAL21454,Lancaster,398,200,33,0.0829145728643216,0,4,147
SAL21455,Lance Creek,143,200,1,0.006993006993006993,0,0,0
SAL21456,Lancefield,2743,360,145,0.05286183011301495,0,8,168
SAL21457,Landsborough,200,210,6,0.03,0,2,1
SAL21458,Landsborough West,49,160,3,0.061224489795918366,0,0,0
SAL21459,Lang Lang,2556,310,112,0.04381846635367762,0,1,1360
SAL21460,Lang Lang East,94,300,6,0.06382978723404255,0,0,0
SAL21461,Langdons Hill,23,0,1,0.043478260869565216,0,0,0
SAL21462,Langi Kal Kal,336,135,3,0.008928571428571428,0,0,0
SAL21463,Langi Logan,23,175,0,0.0,0,0,0
SAL21464,Langkoop,100,110,4,0.04,0,0,0
SAL21465,Langley,52,0,12,0.23076923076923078,0,0,0
SAL21466,Langsborough,100,283,6,0.06,0,0,0
SAL21467,Langwarrin,23588,365,822,0.03484822791249788,0,84,16
SAL21468,Langwarrin South,1346,346,32,0.0237741456166419,0,18,22
SAL21469,Lara,19014,370,741,0.038971284316819184,1,68,4610
SAL21470,Lardner,110,373,5,0.045454545454545456,0,0,0
SAL21471,Larpent,200,260,6,0.03,0,0,0
SAL21472,Lascelles,82,100,2,0.024390243902439025,0,4,95
SAL21473,Launching Place,2495,350,66,0.026452905811623247,0,12,502
SAL21474,Lauriston,247,320,6,0.024291497975708502,0,0,0
SAL21475,Lavers Hill,87,100,5,0.05747126436781609,0,2,22
SAL21476,Laverton,4760,330,539,0.11323529411764706,2,22,4518
SAL21477,Laverton North,119,240,426,3.5798319327731094,0.5,43,188
SAL21478,Lawler,16,0,0,0.0,0,0,0
SAL21479,Lawloit,14,0,0,0.0,0,0,0
SAL21480,Lawrence,8,0,0,0.0,0,0,0
SAL21481,Leaghur,20,0,0,0.0,0,0,0
SAL21482,Learmonth,396,175,12,0.030303030303030304,0,2,2
SAL21483,Ledcourt,43,195,0,0.0,0,0,0
SAL21484,Leichardt,167,215,4,0.023952095808383235,0,0,0
SAL21485,Leigh Creek,65,260,17,0.26153846153846155,0,0,0
SAL21486,Leitchville,576,150,43,0.07465277777777778,0,3,102
SAL21487,Lemnos,251,270,6,0.02390438247011952,0,0,0
SAL21488,Leneva,1317,390,29,0.02201974183750949,0,0,0
SAL21489,Leonards Hill,47,288,0,0.0,0,2,5
SAL21490,Leongatha,5869,270,434,0.07394786164593628,0,9,728
SAL21491,Leongatha North,141,245,0,0.0,0,0,0
SAL21492,Leongatha South,616,240,34,0.05519480519480519,0,2,5
SAL21493,Leopold,13272,375,373,0.028104279686558167,0,72,130
SAL21494,Lerderderg,0,0,3,0,0,0,0
SAL21495,Leslie Manor,66,150,1,0.015151515151515152,0,0,0
SAL21496,Lethbridge,1181,350,12,0.010160880609652836,0,2,151
SAL21497,Lexton,284,200,8,0.028169014084507043,0,2,2
SAL21498,Licola,7,20,2,0.2857142857142857,0,0,0
SAL21499,Licola North,9,0,0,0.0,0,0,0
SAL21500,Lillico,94,200,1,0.010638297872340425,0,0,0
SAL21501,Lillicur,85,210,2,0.023529411764705882,0,0,0
SAL21502,Lillimur,112,123,11,0.09821428571428571,0,1,100
SAL21503,Lilliput,84,300,1,0.011904761904761904,0,0,0
SAL21504,Lilydale,17348,369,1386,0.07989393590039198,1,88,2409
SAL21505,Lima,92,200,1,0.010869565217391304,0,0,0
SAL21506,Lima East,165,275,4,0.024242424242424242,0,0,0
SAL21507,Lima South,142,300,4,0.028169014084507043,0,0,0
SAL21508,Limestone,121,150,3,0.024793388429752067,0,0,0
SAL21509,Lindenow,527,260,23,0.04364326375711575,0,2,92
SAL21510,Lindenow South,475,280,31,0.06526315789473684,0,0,0
SAL21511,Lindsay,9,0,0,0.0,0,0,0
SAL21512,Lindsay Point,32,100,0,0.0,0,0,0
SAL21513,Linga,13,0,0,0.0,0,0,0
SAL21514,Linton,635,300,29,0.04566929133858268,0,2,135
SAL21515,Liparoo,33,138,1,0.030303030303030304,0,0,0
SAL21516,Lismore,472,140,30,0.0635593220338983,0,1,70
SAL21517,Litchfield,36,110,4,0.1111111111111111,0,0,0
SAL21518,Little Desert,5,0,0,0.0,0,0,0
SAL21519,Little Hampton,74,275,1,0.013513513513513514,0,0,0
SAL21520,Little River,1353,427,179,0.13229859571322986,1,1,3190
SAL21521,Llanelly,62,0,1,0.016129032258064516,0,0,0
SAL21522,Llowalong,42,0,0,0.0,0,0,0
SAL21523,Loch,707,325,20,0.028288543140028287,0,2,340
SAL21524,Loch Sport,1021,180,70,0.06856023506366307,0,14,6
SAL21525,Loch Valley,0,0,2,0,0,0,0
SAL21526,Lockington,850,200,38,0.04470588235294118,0,2,50
SAL21527,Locksley,131,265,12,0.0916030534351145,0,0,0
SAL21528,Lockwood,806,275,31,0.038461538461538464,0,0,0
SAL21529,Lockwood South,1052,320,25,0.02376425855513308,0,4,35
SAL21530,Loddon Vale,24,0,0,0.0,0,0,0
SAL21531,Logan,59,200,4,0.06779661016949153,0,0,0
SAL21532,Londrigan,159,0,3,0.018867924528301886,0,0,0
SAL21533,Long Forest,343,520,13,0.037900874635568516,0,0,0
SAL21534,Long Gully,3420,250,569,0.16637426900584795,0,15,167
SAL21535,Longerenong,237,160,0,0.0,0,0,0
SAL21536,Longford,1489,274,73,0.049026192075218265,0,7,6
SAL21537,Longlea,570,210,9,0.015789473684210527,0,2,34
SAL21538,Longwarry,2436,330,297,0.12192118226600986,1,4,1599
SAL21539,Longwarry North,230,220,50,0.21739130434782608,0,0,0
SAL21540,Longwood,263,261,3,0.011406844106463879,0,0,0
SAL21541,Longwood East,131,175,4,0.030534351145038167,0,0,0
SAL21542,Lorne,1327,363,126,0.09495101733232857,0,8,237
SAL21543,Lorquon,8,0,0,0.0,0,0,0
SAL21544,Lovely Banks,2782,350,151,0.054277498202731846,0,2,287
SAL21545,Lower Moira,30,0,17,0.5666666666666667,0,0,0
SAL21546,Lower Norton,236,248,0,0.0,0,0,0
SAL21547,Lower Plenty,3962,400,179,0.04517920242301868,0,8,159
SAL21548,Loy Yang,7,0,0,0.0,0,0,0
SAL21549,Lubeck,40,188,1,0.025,0,0,0
SAL21550,Lucas,2994,380,131,0.043754175016700064,0,0,0
SAL21551,Lucknow,1439,290,116,0.08061153578874218,0,8,20
SAL21552,Lucyvale,25,0,1,0.04,0,0,0
SAL21553,Lurg,220,157,2,0.00909090909090909,0,0,0
SAL21554,Lynbrook,9121,401,451,0.04944633263896502,1,14,4162
SAL21555,Lyndhurst,8926,430,470,0.05265516468742998,0,19,420
SAL21556,Lyons,31,165,0,0.0,0,0,0
SAL21557,Lyonville,189,310,0,0.0,0,1,356
SAL21558,Lysterfield,6681,435,226,0.03382727136656189,0,27,1039
SAL21559,Lysterfield South,994,640,37,0.03722334004024145,0,0,0
SAL21560,Macarthur,469,158,19,0.04051172707889126,0,1,44
SAL21561,Macclesfield,878,289,22,0.025056947608200455,0,0,0
SAL21562,Macedon,2073,371,134,0.06464061746261457,1,1,1874
SAL21563,Macks Creek,35,310,0,0.0,0,0,0
SAL21564,Macleod,9892,396,340,0.0343712090578245,1,31,2823
SAL21565,Macorna,67,125,2,0.029850746268656716,0,0,0
SAL21566,Macorna North,31,173,2,0.06451612903225806,0,0,0
SAL21567,Macs Cove,121,206,1,0.008264462809917356,0,1,2
SAL21568,Madalya,21,0,1,0.047619047619047616,0,0,0
SAL21569,Maddingley,5491,366,271,0.04935348752504098,1,16,3088
SAL21570,Mafeking,20,0,2,0.1,0,0,0
SAL21571,Maffra,5384,250,294,0.05460624071322437,0,16,281
SAL21572,Maffra West Upper,73,390,1,0.0136986301369863,0,0,0
SAL21573,Magpie,368,270,29,0.07880434782608696,0,0,0
SAL21574,Maiden Gully,5407,380,177,0.03273534307379323,0,31,22
SAL21575,Maidstone,9389,381,977,0.1040579401427202,0,38,676
SAL21576,Mailors Flat,490,230,4,0.00816326530612245,0,0,0
SAL21577,Main Lead,42,175,0,0.0,0,0,0
SAL21578,Main Ridge,453,354,13,0.02869757174392936,0,0,0
SAL21579,Maindample,239,303,26,0.1087866108786611,0,2,93
SAL21580,Maintongoon,75,0,0,0.0,0,0,0
SAL21581,Major Plains,36,0,1,0.027777777777777776,0,0,0
SAL21582,Majorca,198,100,11,0.05555555555555555,0,0,0
SAL21583,Maldon,1665,268,54,0.032432432432432434,0,9,37
SAL21584,Mallacoota,1183,221,50,0.042265426880811495,0,2,104
SAL21585,Malmsbury,905,350,47,0.051933701657458566,1,5,1609
SAL21586,Malvern,9929,450,585,0.05891832007251486,2,55,2606
SAL21587,Malvern East,22296,421,1914,0.08584499461786868,3.5,100,3475
SAL21588,Mambourin,315,363,92,0.2920634920634921,0,0,0
SAL21589,Manangatang,274,130,12,0.043795620437956206,0,2,100
SAL21590,Mandurang,753,310,10,0.013280212483399735,0,0,0
SAL21591,Mandurang South,280,320,2,0.007142857142857143,0,0,0
SAL21592,Mangalore,183,274,28,0.15300546448087432,0,0,0
SAL21593,Manifold Heights,2681,310,86,0.03207758299142111,0,15,293
SAL21594,Mannerim,108,490,4,0.037037037037037035,0,0,0
SAL21595,Mannibadar,65,175,3,0.046153846153846156,0,0,0
SAL21596,Manns Beach,29,0,4,0.13793103448275862,0,0,0
SAL21597,Manor Lakes,12675,360,0,0.0,1,38,5059
SAL21598,Manorina,7,0,0,0.0,0,0,0
SAL21599,Mansfield,5541,331,236,0.042591589965710164,0,2,349
SAL21600,Maramingo Creek,6,0,2,0.3333333333333333,0,0,0
SAL21601,Marcus Hill,164,300,9,0.054878048780487805,0,0,0
SAL21602,Mardan,248,277,3,0.012096774193548387,0,0,0
SAL21603,Marengo,272,282,10,0.03676470588235294,0,2,48
SAL21604,Maribyrnong,12573,396,1345,0.10697526445557942,0,84,1766
SAL21605,Marionvale,116,265,0,0.0,0,0,0
SAL21606,Markwood,230,230,7,0.030434782608695653,0,0,0
SAL21607,Marlbed,6,0,0,0.0,0,0,0
SAL21608,Marlo,602,250,16,0.026578073089700997,0,1,308
SAL21609,Marnoo,99,130,12,0.12121212121212122,0,3,100
SAL21610,Marnoo East,6,0,0,0.0,0,0,0
SAL21611,Marnoo West,11,0,0,0.0,0,0,0
SAL21612,Marong,2005,350,79,0.03940149625935162,0,4,65
SAL21613,Maroona,80,145,2,0.025,0,1,15
SAL21614,Marraweeney,77,250,0,0.0,0,0,0
SAL21615,Marshall,2299,390,88,0.03827751196172249,1,11,2930
SAL21616,Marthavale,0,0,0,0,0,0,0
SAL21617,Marungi,98,200,0,0.0,0,0,0
SAL21618,Maryborough,8160,240,815,0.09987745098039216,1,85,206
SAL21619,Maryknoll,646,96,3,0.0046439628482972135,0,0,0
SAL21620,Marysville,501,300,32,0.06387225548902195,0,4,108
SAL21621,Maryvale,43,105,10,0.23255813953488372,0,0,0
SAL21622,Massey,23,0,0,0.0,0,0,0
SAL21623,Matlock,7,0,1,0.14285714285714285,0,0,0
SAL21624,Maude,211,480,4,0.018957345971563982,0,0,0
SAL21625,McCrae,3311,392,166,0.05013591060102688,0,0,0
SAL21626,McIntyre,47,0,0,0.0,0,0,0
SAL21627,McKenzie Creek,140,250,7,0.05,0,0,0
SAL21628,McKenzie Hill,775,409,9,0.011612903225806452,0,0,0
SAL21629,McKinnon,6878,516,211,0.03067752253562082,0,0,0
SAL21630,McLoughlins Beach,121,215,3,0.024793388429752067,0,0,0
SAL21631,McMahons Creek,143,260,11,0.07692307692307693,0,0,0
SAL21632,McMillans,87,150,6,0.06896551724137931,0,0,0
SAL21633,Mead,102,200,1,0.00980392156862745,0,0,0
SAL21634,Meadow Creek,112,40,0,0.0,0,0,0
SAL21635,Meadow Heights,14890,346,1093,0.07340496977837475,0,61,430
SAL21636,Meatian,19,100,0,0.0,0,0,0
SAL21637,Meeniyan,840,250,26,0.030952380952380953,0,2,185
SAL21638,Meering West,12,0,0,0.0,0,0,0
SAL21639,Meerlieu,90,166,5,0.05555555555555555,0,0,0
SAL21640,Melbourne,54941,381,18528,0.3372344879052074,7,178,18011
SAL21641,Melbourne Airport,64,0,274,4.28125,0,5,410
SAL21642,Melton,7953,300,1917,0.24104111655978877,0,74,174
SAL21643,Melton South,11362,300,2052,0.1806020066889632,1,48,4458
SAL21644,Melton West,8784,320,1614,0.1837431693989071,0,73,174
SAL21645,Melville Forest,63,150,1,0.015873015873015872,0,0,0
SAL21646,Melwood,17,245,1,0.058823529411764705,0,0,0
SAL21647,Mena Park,32,100,1,0.03125,0,0,0
SAL21648,Mentone,13197,392,658,0.049859816624990526,1,58,4577
SAL21649,Menzies Creek,966,388,32,0.033126293995859216,0,6,740
SAL21650,Mepunga,36,320,21,0.5833333333333334,0,0,0
SAL21651,Mepunga East,73,180,8,0.1095890410958904,0,0,0
SAL21652,Mepunga West,83,290,2,0.024096385542168676,0,0,0
SAL21653,Merbein,2770,210,231,0.08339350180505416,0,22,25
SAL21654,Merbein South,407,285,19,0.04668304668304668,0,1,57
SAL21655,Merbein West,223,150,7,0.03139013452914798,0,0,0
SAL21656,Meredith,821,300,19,0.023142509135200974,0,2,151
SAL21657,Meringur,70,50,12,0.17142857142857143,0,0,0
SAL21658,Merino,249,100,27,0.10843373493975904,0,0,0
SAL21659,Mernda,23369,381,1209,0.05173520475844067,1,83,3043
SAL21660,Merriang,182,300,4,0.02197802197802198,0,0,0
SAL21661,Merriang South,43,270,0,0.0,0,0,0
SAL21662,Merricks,184,258,0,0.0,0,3,40
SAL21663,Merricks Beach,157,436,2,0.012738853503184714,0,0,0
SAL21664,Merricks North,423,258,15,0.03546099290780142,0,0,0
SAL21665,Merrigum,679,180,46,0.06774668630338733,0,3,382
SAL21666,Merrijig,0,0,16,0,0,0,0
SAL21667,Merrijig,721,320,16,0.022191400832177532,0,0,0
SAL21668,Merrimu,397,100,21,0.05289672544080604,0,0,0
SAL21669,Merrinee,42,50,1,0.023809523809523808,0,0,0
SAL21670,Merton,216,200,13,0.06018518518518518,0,2,93
SAL21671,Metcalfe,190,311,3,0.015789473684210527,0,0,0
SAL21672,Metcalfe East,25,480,0,0.0,0,0,0
SAL21673,Metung,1899,346,47,0.024749868351764088,0,0,0
SAL21674,Mia Mia,213,240,7,0.03286384976525822,0,0,0
SAL21675,Mickleham,17452,400,906,0.05191382076552831,0,47,193
SAL21676,Middle Creek,22,120,2,0.09090909090909091,0,0,0
SAL21677,Middle Park,4000,602,284,0.071,0,31,1144
SAL21678,Middle Tarwin,91,180,2,0.02197802197802198,0,0,0
SAL21679,Miepoll,223,270,31,0.13901345291479822,0,2,2
SAL21680,Miga Lake,33,0,4,0.12121212121212122,0,0,0
SAL21681,Milawa,588,304,8,0.013605442176870748,0,2,35
SAL21682,Mildura,34565,280,5336,0.1543758136843628,0,243,418
SAL21683,Mill Park,28712,366,1739,0.06056701030927835,0,134,203
SAL21684,Millbrook,180,293,13,0.07222222222222222,0,2,3
SAL21685,Millgrove,1666,305,91,0.0546218487394958,0,5,502
SAL21686,Milloo,37,200,2,0.05405405405405406,0,0,0
SAL21687,Milltown,46,258,3,0.06521739130434782,0,1,10
SAL21688,Milnes Bridge,31,200,1,0.03225806451612903,0,0,0
SAL21689,Mincha,62,150,0,0.0,0,0,0
SAL21690,Mincha West,16,115,5,0.3125,0,0,0
SAL21691,Miners Rest,3829,360,118,0.03081744580830504,0,15,4
SAL21692,Mingay,44,200,1,0.022727272727272728,0,0,0
SAL21693,Minhamite,106,125,0,0.0,0,0,0
SAL21694,Minimay,64,96,2,0.03125,0,0,0
SAL21695,Mininera,51,125,2,0.0392156862745098,0,0,0
SAL21696,Minjah,65,200,0,0.0,0,0,0
SAL21697,Minmindie,13,120,0,0.0,0,0,0
SAL21698,Minyip,525,163,49,0.09333333333333334,0,3,46
SAL21699,Miowera,0,0,1,0,0,0,0
SAL21700,Miralie,0,0,0,0,0,0,0
SAL21701,Miram,36,0,2,0.05555555555555555,0,0,0
SAL21702,Mirboo,334,203,11,0.03293413173652695,0,0,0
SAL21703,Mirboo North,2263,255,85,0.037560760053026956,0,2,19
SAL21704,Mirimbah,0,0,0,0,0,0,0
SAL21705,Mirranatwa,31,125,1,0.03225806451612903,0,0,0
SAL21706,Mitcham,16795,406,651,0.03876153617147961,1,90,5269
SAL21707,Mitchell Park,887,263,105,0.11837655016910936,0,4,101
SAL21708,Mitchellstown,71,120,3,0.04225352112676056,0,0,0
SAL21709,Mitiamo,116,150,15,0.12931034482758622,0,2,14
SAL21710,Mitre,66,200,1,0.015151515151515152,0,1,10
SAL21711,Mitta Mitta,171,155,6,0.03508771929824561,0,0,0
SAL21712,Mittyack,12,0,1,0.08333333333333333,0,0,0
SAL21713,Mockinya,30,0,2,0.06666666666666667,0,0,0
SAL21714,Modella,169,320,6,0.03550295857988166,0,0,0
