route_id,service_id,trip_id,shape_id,trip_headsign,direction_id
"3-109-A-mjp-1","UJ","2021.UJ.3-109-A-mjp-1.6.R","3-109-A-mjp-1.6.R","Box Hill to Port Melbourne","1"
"3-109-A-mjp-1","UJ","2022.UJ.3-109-A-mjp-1.6.R","3-109-A-mjp-1.6.R","Box Hill to Port Melbourne","1"
"3-109-A-mjp-1","UJ","2023.UJ.3-109-A-mjp-1.6.R","3-109-A-mjp-1.6.R","Box Hill to Port Melbourne","1"
"3-109-A-mjp-1","UJ","2024.UJ.3-109-A-mjp-1.6.R","3-109-A-mjp-1.6.R","Box Hill to Port Melbourne","1"
"3-109-A-mjp-1","UJ","2025.UJ.3-109-A-mjp-1.2.H","3-109-A-mjp-1.2.H","Port Melbourne to Box Hill","0"
"3-109-A-mjp-1","UJ","2026.UJ.3-109-A-mjp-1.1.H","3-109-A-mjp-1.1.H","Port Melbourne to Box Hill","0"
"3-109-A-mjp-1","UJ","2027.UJ.3-109-A-mjp-1.1.H","3-109-A-mjp-1.1.H","Port Melbourne to Box Hill","0"
"3-109-A-mjp-1","UJ","2028.UJ.3-109-A-mjp-1.1.H","3-109-A-mjp-1.1.H","Port Melbourne to Box Hill","0"
"3-109-A-mjp-1","UJ","2029.UJ.3-109-A-mjp-1.1.H","3-109-A-mjp-1.1.H","Port Melbourne to Box Hill","0"
"3-109-A-mjp-1","UJ","2030.UJ.3-109-A-mjp-1.7.R","3-109-A-mjp-1.7.R","Box Hill to Port Melbourne","1"
"3-109-A-mjp-1","UJ","2122.UJ.3-109-A-mjp-1.7.R","3-109-A-mjp-1.7.R","Box Hill to Port Melbourne","1"
"3-109-A-mjp-1","UJ","2123.UJ.3-109-A-mjp-1.6.R","3-109-A-mjp-1.6.R","Box Hill to Port Melbourne","1"
"3-109-A-mjp-1","UJ","2124.UJ.3-109-A-mjp-1.11.R","3-109-A-mjp-1.11.R","Box Hill to Port Melbourne","1"
"3-109-A-mjp-1","UJ","2125.UJ.3-109-A-mjp-1.6.R","3-109-A-mjp-1.6.R","Box Hill to Port Melbourne","1"
"3-109-A-mjp-1","UJ","2126.UJ.3-109-A-mjp-1.6.R","3-109-A-mjp-1.6.R","Box Hill to Port Melbourne","1"
"3-109-A-mjp-1","UJ","2127.UJ.3-109-A-mjp-1.11.R","3-109-A-mjp-1.11.R","Box Hill to Port Melbourne","1"
"3-109-A-mjp-1","UJ","2128.UJ.3-109-A-mjp-1.2.H","3-109-A-mjp-1.2.H","Port Melbourne to Box Hill","0"
"3-109-A-mjp-1","UJ","2129.UJ.3-109-A-mjp-1.2.H","3-109-A-mjp-1.2.H","Port Melbourne to Box Hill","0"
"3-109-A-mjp-1","UJ","2130.UJ.3-109-A-mjp-1.1.H","3-109-A-mjp-1.1.H","Port Melbourne to Box Hill","0"
"3-109-A-mjp-1","UJ","2131.UJ.3-109-A-mjp-1.1.H","3-109-A-mjp-1.1.H","Port Melbourne to Box Hill","0"
"3-109-A-mjp-1","UJ","2132.UJ.3-109-A-mjp-1.1.H","3-109-A-mjp-1.1.H","Port Melbourne to Box Hill","0"
"3-109-A-mjp-1","UJ","2133.UJ.3-109-A-mjp-1.5.H","3-109-A-mjp-1.5.H","Port Melbourne to Box Hill","0"
"3-109-A-mjp-1","UJ","2134.UJ.3-109-A-mjp-1.7.R","3-109-A-mjp-1.7.R","Box Hill to Port Melbourne","1"
"3-109-A-mjp-1","UJ","2890.UJ.3-109-A-mjp-1.8.R","3-109-A-mjp-1.8.R","Box Hill to Port Melbourne","1"
"3-109-A-mjp-1","UJ","2905.UJ.3-109-A-mjp-1.7.R","3-109-A-mjp-1.7.R","Box Hill to Port Melbourne","1"
"3-109-A-mjp-1","UJ","2906.UJ.3-109-A-mjp-1.3.H","3-109-A-mjp-1.3.H","Port Melbourne to Box Hill","0"
"3-109-A-mjp-1","UJ","2907.UJ.3-109-A-mjp-1.3.H","3-109-A-mjp-1.3.H","Port Melbourne to Box Hill","0"
"3-109-A-mjp-1","UJ","2908.UJ.3-109-A-mjp-1.8.R","3-109-A-mjp-1.8.R","Box Hill to Port Melbourne","1"
"3-109-A-mjp-1","UJ","2909.UJ.3-109-A-mjp-1.8.R","3-109-A-mjp-1.8.R","Box Hill to Port Melbourne","1"
"3-109-A-mjp-1","UJ","2910.UJ.3-109-A-mjp-1.3.H","3-109-A-mjp-1.3.H","Port Melbourne to Box Hill","0"
"3-109-A-mjp-1","UJ","2911.UJ.3-109-A-mjp-1.8.R","3-109-A-mjp-1.8.R","Box Hill to Port Melbourne","1"
"3-109-A-mjp-1","UJ","2912.UJ.3-109-A-mjp-1.3.H","3-109-A-mjp-1.3.H","Port Melbourne to Box Hill","0"
"3-109-A-mjp-1","UJ","2913.UJ.3-109-A-mjp-1.8.R","3-109-A-mjp-1.8.R","Box Hill to Port Melbourne","1"
"3-109-A-mjp-1","UJ","2914.UJ.3-109-A-mjp-1.3.H","3-109-A-mjp-1.3.H","Port Melbourne to Box Hill","0"
"3-109-A-mjp-1","UJ","2915.UJ.3-109-A-mjp-1.8.R","3-109-A-mjp-1.8.R","Box Hill to Port Melbourne","1"
"3-109-A-mjp-1","UJ","2916.UJ.3-109-A-mjp-1.8.R","3-109-A-mjp-1.8.R","Box Hill to Port Melbourne","1"
"3-109-A-mjp-1","UJ","2917.UJ.3-109-A-mjp-1.3.H","3-109-A-mjp-1.3.H","Port Melbourne to Box Hill","0"
"3-109-A-mjp-1","UJ","2918.UJ.3-109-A-mjp-1.8.R","3-109-A-mjp-1.8.R","Box Hill to Port Melbourne","1"
"3-109-A-mjp-1","UJ","2919.UJ.3-109-A-mjp-1.3.H","3-109-A-mjp-1.3.H","Port Melbourne to Box Hill","0"
"3-109-A-mjp-1","UJ","2920.UJ.3-109-A-mjp-1.3.H","3-109-A-mjp-1.3.H","Port Melbourne to Box Hill","0"
"3-109-A-mjp-1","UJ","2921.UJ.3-109-A-mjp-1.8.R","3-109-A-mjp-1.8.R","Box Hill to Port Melbourne","1"
"3-109-A-mjp-1","UJ","2922.UJ.3-109-A-mjp-1.8.R","3-109-A-mjp-1.8.R","Box Hill to Port Melbourne","1"
"3-109-A-mjp-1","UJ","2923.UJ.3-109-A-mjp-1.3.H","3-109-A-mjp-1.3.H","Port Melbourne to Box Hill","0"
"3-109-A-mjp-1","UJ","2924.UJ.3-109-A-mjp-1.3.H","3-109-A-mjp-1.3.H","Port Melbourne to Box Hill","0"
"3-109-A-mjp-1","UJ","2925.UJ.3-109-A-mjp-1.8.R","3-109-A-mjp-1.8.R","Box Hill to Port Melbourne","1"
"3-109-A-mjp-1","UJ","2926.UJ.3-109-A-mjp-1.8.R","3-109-A-mjp-1.8.R","Box Hill to Port Melbourne","1"
"3-109-A-mjp-1","UJ","2927.UJ.3-109-A-mjp-1.3.H","3-109-A-mjp-1.3.H","Port Melbourne to Box Hill","0"
"3-109-A-mjp-1","UJ","2928.UJ.3-109-A-mjp-1.3.H","3-109-A-mjp-1.3.H","Port Melbourne to Box Hill","0"
"3-109-A-mjp-1","UJ","2929.UJ.3-109-A-mjp-1.8.R","3-109-A-mjp-1.8.R","Box Hill to Port Melbourne","1"
"3-109-A-mjp-1","UJ","2930.UJ.3-109-A-mjp-1.2.H","3-109-A-mjp-1.2.H","Port Melbourne to Box Hill","0"
"3-109-B-mjp-1","UJ_1","1561.UJ.3-109-B-mjp-1.2.H","3-109-B-mjp-1.2.H","Port Melbourne to Box Hill","0"
"3-109-B-mjp-1","UJ_1","1562.UJ.3-109-B-mjp-1.2.H","3-109-B-mjp-1.2.H","Port Melbourne to Box Hill","0"
"3-109-B-mjp-1","UJ_1","1563.UJ.3-109-B-mjp-1.2.H","3-109-B-mjp-1.2.H","Port Melbourne to Box Hill","0"
"3-109-B-mjp-1","UJ_1","1564.UJ.3-109-B-mjp-1.2.H","3-109-B-mjp-1.2.H","Port Melbourne to Box Hill","0"
"3-109-B-mjp-1","UJ_1","1565.UJ.3-109-B-mjp-1.2.H","3-109-B-mjp-1.2.H","Port Melbourne to Box Hill","0"
"3-109-B-mjp-1","UJ_1","1566.UJ.3-109-B-mjp-1.2.H","3-109-B-mjp-1.2.H","Port Melbourne to Box Hill","0"
"3-109-B-mjp-1","UJ_1","1567.UJ.3-109-B-mjp-1.5.R","3-109-B-mjp-1.5.R","Box Hill to Port Melbourne","1"
"3-109-B-mjp-1","UJ_1","1568.UJ.3-109-B-mjp-1.5.R","3-109-B-mjp-1.5.R","Box Hill to Port Melbourne","1"
"3-109-B-mjp-1","UJ_1","1569.UJ.3-109-B-mjp-1.5.R","3-109-B-mjp-1.5.R","Box Hill to Port Melbourne","1"
"3-109-B-mjp-1","UJ_1","1570.UJ.3-109-B-mjp-1.5.R","3-109-B-mjp-1.5.R","Box Hill to Port Melbourne","1"
"3-109-B-mjp-1","UJ_1","1571.UJ.3-109-B-mjp-1.5.R","3-109-B-mjp-1.5.R","Box Hill to Port Melbourne","1"
"3-109-B-mjp-1","UJ_1","1572.UJ.3-109-B-mjp-1.5.R","3-109-B-mjp-1.5.R","Box Hill to Port Melbourne","1"
"3-109-B-mjp-1","UJ_1","1573.UJ.3-109-B-mjp-1.5.R","3-109-B-mjp-1.5.R","Box Hill to Port Melbourne","1"
"3-109-B-mjp-1","UJ_1","1599.UJ.3-109-B-mjp-1.5.R","3-109-B-mjp-1.5.R","Box Hill to Port Melbourne","1"
